lon,lat
23.2909867483,38.221874746
23.2977252667,38.2322366537
23.6576318749,38.0958196816
23.6783916536,38.0962504743
23.1206097946,37.9976356033
23.9100507723,37.9444644462
23.8090369773,38.138330448
23.436817318,38.0875678734
23.4386357771,38.0915195359
23.4615729664,38.0870738411
23.4535516622,38.0882447704
23.4226027683,38.079656633
23.9358769073,38.2854427066
23.9329732644,38.2828772169
23.9419789293,38.2767892198
23.9486649598,38.2801912104
23.1701162762,38.0077298964
23.8951020318,38.2738619133
23.878955158,38.2844478643
23.9247523946,38.2501320086
23.9155744899,38.2507603752
23.9131398778,38.2733042013
23.8892811556,38.2678630982
23.8947125057,38.2836934739
23.9039462255,38.2595122841
23.8801916962,38.2472510506
23.8669659064,38.2608494955
23.8947467573,38.2846523499
23.8774784186,38.2575706665
23.8965096312,38.2647881827
23.3549898666,38.1931696318
23.4064396003,38.1908951533
23.3511307903,38.2008448077
23.4285183563,38.1979573949
23.3771856632,38.1786497323
23.3626068878,38.2030803896
23.3915391795,38.2078030902
23.4054054395,38.193703427
23.3895609408,38.1817244262
23.4231997385,38.2032923691
23.3589474221,38.2067556219
23.3733102785,38.1857455584
23.3691406942,38.1920209222
23.4350674794,38.2039492437
23.8721154498,38.155230049
23.8916109947,38.1623414874
23.8755593935,38.1686378416
23.8866597762,38.192443941
23.865246773,38.2016531262
23.8924367458,38.1586997224
23.8676943751,38.203901884
23.8977757587,38.1803488791
23.8914815972,38.1887871114
23.8685238986,38.1601469939
23.867992262,38.1642410235
23.9494049152,38.0359761441
23.9608862636,38.0382430783
23.593193769,37.9760020676
23.2929938233,38.0323792685
23.3289590142,38.0484103854
23.3183028348,38.1948035517
23.3156916553,38.2007392657
23.9054983011,38.2120141672
23.9152133557,38.2198959729
23.9025677287,38.2241622803
23.9057551706,38.2110448713
23.8885073557,38.2517854765
23.8002901235,38.27355274
23.9265893066,38.1980435615
23.965920822,38.2596495707
23.9944615537,37.9149774398
23.9916316471,37.9170011162
24.0373987599,37.9058437943
24.0231634397,37.9076115892
23.8914445066,37.8402155136
23.8780804275,37.851753847
23.9246002336,37.9357684775
23.2422729558,38.0905011539
23.9143047803,37.8717567212
23.8903798199,37.8608553922
23.9095325732,37.8620840576
23.8963296632,37.8570261823
23.9304004748,38.0416237531
23.9461847874,38.0739908508
23.9017128887,38.0668272963
23.9085943292,38.0628980895
23.8965707477,38.0468703405
23.9382637916,38.0389552586
23.9106476416,38.0533031723
23.9225083403,38.0712449654
23.8804967398,38.0532486634
23.9305969419,38.0465743421
23.9269175496,38.0396318524
23.9464202354,38.0518235539
23.9381149476,38.0756080483
23.9278693875,38.0483150305
23.9001076112,38.0557783876
23.9352590947,38.0680494586
23.3416782802,38.1859392102
23.3140745852,38.186981224
23.3365907873,38.1829977715
23.3235573784,38.1716984317
23.3489936073,38.1782739639
23.3389711699,38.1736583789
23.7699224389,37.9217112188
23.7757745476,37.9192637558
23.7771158977,37.9208847261
24.0557876684,38.1992325854
23.9560128041,37.9686666078
23.9515910702,37.9684608665
23.9625410078,38.2164781279
23.9704485568,38.2114015453
23.9720520861,38.2506155474
23.9517533194,38.2177161133
23.9598216145,38.2425556525
23.9790329095,38.2116311923
23.9743241758,38.2192749771
24.0395610704,38.2123898974
24.0200593925,38.2077638428
24.0260503859,38.2095625155
23.8127413751,38.1375927628
23.8058925561,38.1181372606
23.5194502776,38.1003339602
23.4870430798,38.0993955271
23.5227929609,38.0876346146
23.4999047646,38.105162897
23.505673023,37.9407949864
23.4919065394,37.9283134704
23.4856502441,37.9364263413
24.0162469174,37.7851017814
23.4411775149,37.8837240016
24.0037308516,38.2116456602
23.4552603545,38.1271811037
23.9180183206,38.1386404768
23.9069121137,38.155378373
23.9121273238,38.1541774458
23.8996453608,38.1368786353
23.9088630375,38.1498277621
23.9248277068,38.1371071069
23.9570760806,37.6879813859
23.507438262,37.9835717726
23.5032803086,37.9755296744
23.4905640602,37.9925991872
23.518965446,37.9741777553
23.4815595715,38.0594263694
23.493412526,38.0497509063
23.8451968131,38.2545026894
23.8701546885,38.2454085312
23.837161838,38.2530661244
23.8632058072,38.2557358948
23.8430450659,38.2607486774
23.8409091073,38.2320952255
23.8395364711,38.2429117513
23.8479632125,38.2417733894
23.8544757638,38.2379091642
23.2638756608,37.9942502576
23.2808020996,37.9997778964
23.2538867012,38.170201888
23.2433315059,38.1756403653
23.2601669564,38.1776116585
23.2418388517,38.1733400742
23.6712918026,38.1208936724
23.4464794102,38.0947500723
23.4812704048,38.1077908826
23.5137451992,38.109491726
23.4633051885,38.1115542771
23.4599042665,38.1021882306
23.4579854659,38.1110614873
23.4913988115,38.1144993866
23.9542962417,38.025006694
23.1896408851,38.0320864265
23.4798457014,37.9075046907
23.1299030383,38.165229294
23.2164484676,38.1728008789
23.1860113638,38.1726394324
23.1739173673,38.170677211
23.1970310168,38.1657792508
23.7887401277,38.2857332286
23.7813089326,38.2978774737
23.6010646838,37.9776771734
23.6300425283,37.9897902964
23.620543302,37.9753127265
23.6059745089,37.9785799081
23.7919290845,38.2626437718
23.769734158,38.2916488488
23.779264102,38.2862828803
23.7803757481,38.2637296337
23.9756571246,37.9465395132
23.9484309268,37.9210916874
23.9849532839,37.9471411119
23.4279297448,38.1083181854
23.433892008,38.1171920107
23.9758588897,38.1962498657
23.952961144,37.9779124534
24.0443878182,37.8562840552
23.6562676253,38.234659187
23.2440244096,38.0687101181
23.3428220663,38.2182395337
23.367328964,38.2284591778
23.3614982278,38.2293477691
23.3610278716,38.2286843583
23.3518472906,38.2109894287
23.3051561869,37.9989069965
23.286051291,38.0034072045
23.2743192449,37.991798452
23.2919348798,37.9892473371
23.1864561431,38.0020343425
23.2160361062,37.9828303349
23.30675285,37.9738073737
23.2329502102,37.9929937305
23.1760031256,38.0102885095
23.2659745677,37.9854152183
23.2723430456,37.9835947223
23.2181345934,37.9886655576
23.2999724655,37.988510562
23.1988214816,37.9937425583
24.0179027211,37.7067075417
24.0167917076,37.7162102922
24.0064506382,37.6791796484
23.9907453491,37.742143657
23.8290441464,37.8838119742
23.8354808126,37.8787042983
23.7361842963,38.245183054
23.7522138258,38.2413196549
23.7498484788,38.2532916722
23.2484018379,38.1220951474
23.2507667998,38.1385393678
23.2637843955,38.1275129734
23.2405477007,38.12250745
23.2562591866,38.1201632496
23.2423397442,38.1337511852
23.2598379523,38.11514028
23.2455377442,38.114596925
23.2895446882,38.1321594754
23.2850218286,38.125923703
23.3099341783,38.1385016905
23.2977160032,38.1367960835
23.2426498343,38.1207918286
23.2264143596,38.117097191
23.2765466895,38.1073336622
24.0467160651,38.1572316219
23.9530440109,38.1904454747
23.961885043,38.1891893606
23.7196003311,38.2461880932
23.3594185382,38.2555336409
23.3908531008,38.0287493512
23.3945647894,38.0333942341
23.3720094428,38.0394022716
23.3887742516,38.024538933
23.3719349252,38.0535054861
23.3852570901,38.0283321993
23.5494515355,38.105710511
23.925416334,37.7791124455
23.8266522195,37.9552378032
23.8031701403,37.9352953676
23.8257349664,37.9567433308
23.786402837,37.9264475689
23.7869014975,37.9248650963
23.7852979896,37.9253505027
23.7932762382,37.9243895442
23.8272594984,37.9432040495
24.0404882028,38.1818245205
24.0567718433,38.1722434325
24.0572824388,38.1238452963
24.0532749706,38.171250002
23.5986350652,38.1214760059
23.6261416753,38.1190546715
23.6489866072,38.1323302913
23.6161682899,38.1345503398
23.6199829737,38.1094052534
23.5862329885,38.1172627314
23.6397484627,38.107596873
23.6416493325,38.1081108683
23.6180740163,38.158658517
23.6523995828,38.0988784971
23.6541760563,38.0992260192
23.645401612,38.0976373602
23.621757163,38.1467834657
23.6060405433,38.1438045888
23.6235753693,38.1332073495
23.6464036309,38.1142534278
23.6496857387,38.0985039992
23.6519140619,38.1162606276
23.6336756197,38.0976898438
23.6578500334,38.1113031351
23.587228613,38.1202054394
23.6133016445,38.1335058922
23.8294454899,38.1537142913
23.8153355749,38.1607511995
23.8132174462,38.1606765045
23.8289754319,38.2629426897
23.7887617352,38.2442762347
23.8195798418,38.2753599887
23.8156058445,38.2446674854
23.8217109896,38.2510383872
23.8176863229,38.2563646648
23.8181746308,38.2367475481
23.8078638217,38.2631755526
23.2636685396,38.04268032
23.2400886705,38.0402338441
23.989115873,37.9340134189
23.2972354472,38.0346133068
23.622932276,38.0195699166
23.6644313665,38.0376840176
23.656615013,38.0357852309
23.6589812261,38.0360579407
23.8523721875,37.8399400391
23.8449496274,37.8321081887
23.3031642164,38.1653266305
23.4483302417,38.061135415
23.4488302915,38.0503872912
23.4301689275,38.0554388234
23.4404059561,38.0487041879
23.4549544457,38.0680743078
23.4628530589,38.0620951761
23.4394902203,38.0464264398
23.8015312635,37.9225861872
23.8003101558,37.8684365226
