lon,lat
19.2076814595,47.5487877208
18.9384816886,47.6756386423
18.8712510424,47.5320013296
19.1513037167,47.3981372908
18.8908025916,47.3046687038
19.0771648094,47.4532068023
19.1085974078,47.2351085841
19.2118394693,47.363606293
19.2205288471,47.4191959375
19.1058496236,47.3609361089
19.0577663112,47.7622097568
19.0331037303,47.8066889401
18.9215524419,47.4161007848
18.9064761308,47.6631448255
18.9184504363,47.5142206472
19.0898022541,47.6807600249
19.1592757223,47.6712870163
19.1578769086,47.5874122749
19.1801086598,47.7632070878
19.1981335067,47.4907106198
19.0830575113,47.7922509026
18.9574210923,47.4413043508
18.9963293516,47.5927739194
19.2558056363,47.6477988678
19.2854726512,47.5717945862
18.9337479934,47.3521831921
19.0285010974,47.6853284401
19.3871788361,47.6224641102
19.0955456922,47.3824310966
19.1680369953,47.7278676804
19.1732173717,47.7267120903
18.8863227688,47.4580966834
18.8039837769,47.6482050248
18.8105954674,47.6374429664
19.0919851407,47.2357044483
19.2078250632,47.3089258816
19.2025855858,47.3041060127
19.1990726683,47.2501100968
19.1913758107,47.2561966738
19.3119422816,47.3273967469
19.0666030086,47.2997774792
19.2668451564,47.5901806835
19.2535743201,47.592756688
18.8971572842,47.3507858893
18.7258810141,47.5651044016
19.165362956,47.7446337774
19.1655837471,47.7398279913
19.3595268175,47.5341274262
19.0751534505,47.6402236462
19.0750363026,47.6191766966
18.9725380856,47.3273203958
18.9834028271,47.3309612116
18.9850961705,47.5587532189
18.9836619954,47.561847576
19.2335979909,47.4001654475
19.2266453189,47.4054970491
19.0402363952,47.3850005829
19.2482729906,47.2506530163
19.2489900322,47.2546539844
19.0506966366,47.639842651
19.0475337923,47.6337136438
19.1160912962,47.7006635621
19.1642116215,47.7000777646
19.1606273611,47.69814582
19.2750690191,47.52374078
18.7113485259,47.5560308037
19.3875262871,47.5749155498
19.1697126268,47.4912102682
19.1891493457,47.4973544505
19.0785720102,47.3237045067
19.0858397726,47.3179659597
18.8468382008,47.3924308042
19.4014915551,47.5786822775
19.1432967424,47.5987181226
19.1659480573,47.3220490928
19.1663960732,47.3205985792
19.2225014507,47.4102469214
18.9517648634,47.423541834
18.9520630768,47.4279768041
19.1884340506,47.5933705548
19.1910237981,47.5978234804
19.161754836,47.585395378
18.9547002387,47.3786764388
18.9474476921,47.3755645237
19.0933129276,47.8204850911
18.797707671,47.3962760156
19.1656152961,47.7824482646
19.1592105943,47.776507002
19.3850579047,47.3742514781
19.3841057282,47.376552901
19.3222450097,47.3826112727
19.3172632466,47.3811711419
19.2383202888,47.5125998474
19.1608780008,47.6001337205
19.1644687746,47.5973157726
19.2698821598,47.5314803665
19.0734253396,47.2384044834
18.9836874743,47.6123945266
18.8942449543,47.6918122156
19.2400090951,47.3756237844
19.2378250573,47.3760848029
19.1021780275,47.7135031585
19.1018460322,47.7115479257
19.2285732678,47.2472278027
19.2163297965,47.2565604715
18.9450681773,47.60448146
18.9281584547,47.6037215747
19.1639230626,47.3362848628
19.2937756124,47.4990893145
19.1823820493,47.3803654823
19.3085566458,47.621137928
19.3274385663,47.6174009335
19.3123260149,47.4306886907
18.9724246765,47.6014628031
19.4285016987,47.5311692916
19.422790375,47.5309696788
19.1778896153,47.7491203444
19.1811403548,47.7597902974
19.1800661745,47.7578872054
19.1681927804,47.7626210799
19.0982164508,47.7301690335
19.0674886051,47.6316017571
19.1807956285,47.7718079085
19.1932725954,47.7697604253
18.9314726565,47.4467504523
19.4268896176,47.4152117118
19.4119047016,47.4157569627
19.1093478282,47.802758317
19.1086764552,47.812438394
19.1017614567,47.3304849016
18.986893862,47.7312677499
18.9861010975,47.7319316698
19.2840762284,47.7012512596
18.9808091253,47.2800049212
19.2715127617,47.5917451241
18.8305517574,47.4526859376
19.252231915,47.4993046991
19.2194482451,47.4997185639
19.2739331051,47.5116919156
19.3266766478,47.4622824857
19.0596689804,47.345213302
18.9067700902,47.3272420678
18.9778269711,47.6580286773
19.2201600244,47.2404144948
19.2116427077,47.2508095681
18.7893206451,47.6230780838
18.7919634686,47.6220702932
19.3163560372,47.5101014429
19.3168762408,47.5071302867
19.3004292788,47.5102082116
19.3862467527,47.3688610341
19.3810776618,47.3663924787
19.1439344752,47.4108560678
19.1456343603,47.4099809076
19.1898837036,47.3719148395
19.1090086956,47.6190560285
19.1086222341,47.6160101866
18.8408867322,47.4984872159
18.8372976694,47.4951304199
18.837359162,47.4932147221
18.9913905784,47.6466094259
18.9994180173,47.6432178402
18.9939275893,47.6488344539
19.0107305395,47.6385587391
19.0109298797,47.6343194146
19.0169369692,47.6157843488
19.0343190647,47.6240433101
18.9989418162,47.6425865273
19.0476102014,47.3059121786
19.0477349067,47.3047275139
19.0503007138,47.2948422261
19.1756248048,47.3163523135
19.1853391656,47.3192587505
19.1818202987,47.3215298019
19.1845572738,47.3092281598
19.3335620533,47.5716298733
19.3616652579,47.5678622776
19.3458624921,47.5693734836
19.3604400547,47.5549300075
19.3607235748,47.5618639891
19.3466934891,47.5663688765
19.3494677234,47.5772711321
18.8156478256,47.4865788484
18.7967496684,47.4784312715
18.7701611645,47.4856755445
18.784384492,47.4807201666
19.026566101,47.3639296518
19.0249918227,47.3668099597
19.0320961358,47.3716661303
19.0404389928,47.3672355739
19.3457220987,47.398943528
19.3338292208,47.4028942122
19.3121361587,47.3990685134
18.8864785329,47.6597010215
18.8918835492,47.6580182123
18.868440433,47.6683694784
18.8657922155,47.6712172603
18.8670073496,47.6555317695
18.8747864497,47.6557595143
18.88484956,47.6545838924
18.8871467422,47.6515416795
19.2522128107,47.2777631212
19.2491093587,47.2913366025
19.2536403296,47.2903535037
19.2463788054,47.2734828627
19.259055933,47.2874501051
19.2345711956,47.2887866943
19.2402688425,47.2847887774
19.0863189601,47.2819797028
19.0820876031,47.2945744638
19.0782679278,47.2885862874
19.0940350988,47.2869831705
19.0829449916,47.2893871284
19.139310346,47.353090211
19.1557271856,47.3336716921
19.1493969206,47.3372147675
19.1346024993,47.3372214445
19.121500949,47.3662217417
19.1332100355,47.3467646126
19.1527093085,47.3493686357
19.1267295167,47.3707921651
19.159820388,47.3271621504
18.8103914931,47.5099005149
18.781064259,47.5183321233
18.77574729,47.5170038358
18.8027507478,47.5133946047
18.8002879551,47.5180947716
18.7853465342,47.5170497533
18.8239069932,47.5033193371
18.7836733152,47.5187071179
18.7892329303,47.5070766497
18.7930219187,47.5060669583
18.763212616,47.4931829147
18.7681370146,47.4923877004
18.7790941673,47.4935631949
18.8058118464,47.4905962553
18.7742823054,47.4963792913
18.7617245905,47.496289743
19.3201730837,47.304543981
19.3083408099,47.3174962621
19.3109895223,47.2959653574
19.29504912,47.3039564117
19.3068974607,47.3237001111
19.3109891464,47.3192111437
19.3222329213,47.3140692201
19.0503638533,47.2564728328
19.0361781359,47.2472163088
19.0456273104,47.2371672849
19.0366004212,47.242458171
19.1343723349,47.3791690937
19.139083507,47.3834419564
19.1396694418,47.3978783659
18.9752796782,47.6556920831
18.9594712016,47.6591351947
18.9563243679,47.6511012449
18.9082696808,47.6435153958
18.9453817064,47.637896501
18.9495273778,47.6282205495
18.9430147683,47.614882947
18.9251435488,47.622890501
18.9341274751,47.6371661387
18.9316970736,47.6432016933
18.9152727726,47.6475058213
18.9143000937,47.6510341389
18.917359611,47.6335317302
18.9482240542,47.6311192162
18.9318709643,47.6186844865
18.9459016473,47.6153699214
18.9466170841,47.6285344567
19.2102524812,47.766435625
19.1943519649,47.765739523
19.1928859176,47.7591140646
18.9902468802,47.3764464012
18.9916833691,47.3750985611
18.9855367998,47.3753168308
18.9514969135,47.3237628202
19.0054516912,47.3839009119
18.9530150877,47.3160404221
18.9359775752,47.2924304465
18.9604151205,47.3292009122
18.9444256441,47.3113493414
18.9647855086,47.359847622
18.9720631124,47.3680974617
18.9566566305,47.321969183
19.2601487927,47.6415514323
19.2551203432,47.6429856438
19.2388683389,47.634753687
19.2347859645,47.6376061595
19.1194673152,47.3141791662
19.1412609657,47.3263750373
19.1544781953,47.2931018687
19.1432134173,47.3088222389
19.1229142412,47.3062379341
19.1272519438,47.3027269909
19.1601264035,47.2832527401
19.1678878461,47.2813626644
19.113982368,47.3196808752
19.1143870933,47.3177531558
19.13335918,47.33564454
19.1545509132,47.2889675586
19.1487347955,47.2876560323
19.1437709722,47.3054143379
19.1204074325,47.3219827683
19.1308687613,47.2998821698
19.1696641604,47.2867632759
19.1631238123,47.2918089493
19.1652239367,47.2904542882
19.1709637351,47.2896040728
19.1939940743,47.2791810809
19.1028047414,47.3300349499
19.0962587496,47.2982620297
19.0830283819,47.3092398765
19.1142258967,47.2965228376
19.119788318,47.2933374167
19.0988790951,47.2969814605
19.0892187696,47.309769398
18.8150782102,47.3638329231
18.8285581406,47.3787996459
18.8128685064,47.3742421528
18.8135842653,47.373822899
18.7975929786,47.3686961622
19.1181067119,47.7422039284
19.1194438861,47.7373710854
19.1258313727,47.7380248067
19.1099935051,47.7533337716
19.1206797896,47.7518063364
19.1164087849,47.7502692364
19.1252296094,47.731809384
19.1067972179,47.7574146996
19.1066848603,47.7637615748
19.1228621974,47.7454283609
19.3280884904,47.5861097613
19.3265806478,47.5871989237
19.3204105476,47.5846158676
18.6992028614,47.5785304454
18.6995180384,47.5732884196
18.7096383142,47.5817876573
18.7108374904,47.5874967277
18.7530686942,47.6595277707
18.7744027423,47.6332248047
18.7731706315,47.6356955238
18.7748346235,47.6521325297
18.7704716728,47.6308822562
19.1776816099,47.6637284862
19.1876966531,47.6442676726
19.2192714124,47.6589185552
19.1857083604,47.7072467372
19.2218867521,47.7303331154
19.2039824942,47.6414530567
19.1783372862,47.6683521247
19.2317480537,47.665350491
19.2145939216,47.7147378999
19.2428190069,47.6918954764
19.2349559277,47.689390494
19.2321214728,47.6993469275
19.2308412128,47.6738988435
19.1648635336,47.7105188829
19.2039698498,47.6579203546
19.2513766032,47.6736036643
19.1862130414,47.6483378031
19.2236844416,47.6550608903
19.2253505352,47.7140724684
19.1802920662,47.7078075261
19.1743903217,47.6377727506
19.1828720029,47.7128688853
19.1763014303,47.7115170463
19.2164910566,47.7016751095
19.2063926263,47.7217888182
19.2249663354,47.7279924806
19.2394065226,47.6783050838
19.2048105634,47.6741881509
19.2334434271,47.6785959069
19.2030861323,47.6391202108
19.1777882663,47.6591626088
19.2340952453,47.6917250903
19.1880438847,47.687110952
19.196895185,47.6704413283
19.2031567799,47.7089663269
19.2225854364,47.670791206
