lon,lat
1.98413230899,41.3050899548
1.6479787753,41.2032452086
2.11848187537,41.5619458018
1.75040610861,41.2663407075
1.9866650357,41.4193409489
1.83692083757,41.2377685552
2.17310952338,41.4736655952
1.95986748122,41.5394539219
1.8370221084,41.2879072611
1.87711113719,41.4620141561
1.70661039074,41.297833238
2.13015648872,41.6233360758
2.14673546145,41.6294027109
2.16352215267,41.5990025085
2.04720690523,41.3124868653
2.13731470439,41.4820758169
1.93759591848,41.4658552874
1.80133630725,41.2586135313
1.75709503441,41.2877986776
2.68658618303,41.641849026
2.11497626727,41.5634162601
2.01600808231,41.6566862699
2.10836339077,41.3143463436
2.03543694491,41.276993432
2.11450206247,41.3149901013
1.7890811506,41.2748243593
1.96148753792,41.3256243188
2.31734224771,41.5098622607
2.06583670285,41.7077486366
2.48124343223,41.5533665601
2.04565831913,41.6893881164
1.79462064027,41.2559329695
1.89376515479,41.6397929478
2.00722351961,41.4238674891
1.99000997242,41.4738779515
2.0737330022,41.3450659461
2.70426920118,41.686387964
2.64394629697,41.623517046
2.06199091401,41.281233914
1.98376416934,41.4275714643
2.04710800543,41.3197045095
2.01899524922,41.5035089465
2.03958476773,41.4158683457
1.93164494059,41.5817709889
2.05563950369,41.5581135642
2.25930014482,41.4679213239
1.70265165834,41.248556399
2.18757484131,41.5152287566
2.20066173261,41.4815342304
1.87839488385,41.5383108156
1.9280335799,41.3156417502
1.89049687482,41.5044886875
2.35570943659,41.5226066991
2.07073684505,41.5184976609
1.91950447818,41.4645221981
1.94516608456,41.3980642216
2.7527174498,41.6808724591
1.92185994048,41.3477366866
1.80048106097,41.2667159538
2.11993567739,41.6798570131
2.15382332912,41.5411794599
2.75300246979,41.64927506
2.04775369651,41.2846101015
1.93024428863,41.3076860817
2.01602126245,41.4754682483
1.69889800296,41.213095521
2.07299734228,41.6919426859
2.07401811543,41.6909034305
2.07932913718,41.7005854159
2.07032045914,41.6925404808
1.85940910522,41.2470448978
1.87221533753,41.265227839
1.86471236753,41.2582147055
1.86444686223,41.265879329
1.87961633735,41.2645539796
1.87611383896,41.2618181863
1.87448762385,41.2620848499
1.86600024477,41.2646932086
1.86359558779,41.2642586683
1.87758073459,41.2703551032
1.85470621116,41.2662740055
1.8576843988,41.265485612
1.81265979531,41.2545032459
1.8210506924,41.2559518116
1.76899259555,41.2719715585
1.77125093609,41.2866519808
1.7672837596,41.2813089177
1.78284667622,41.2667466711
1.76963049895,41.2806753137
1.780081273,41.2725385792
1.85848270806,41.3113102212
1.8795847164,41.3198717162
1.87598555079,41.3244287208
1.85579462245,41.3088806724
1.84604945145,41.3166362013
1.87398055917,41.3212246566
1.88790092495,41.3081965147
1.90474879949,41.3200900317
1.87840324406,41.306880971
1.89677561948,41.3252814667
1.86611098333,41.3106232067
1.85943607565,41.3204357376
1.87069371422,41.3028268989
1.86854794036,41.324419245
1.88779495432,41.3094644444
1.87217108245,41.3169384411
1.86408757571,41.3203834321
1.86702009959,41.3215889745
1.90268753908,41.3196469545
1.88751690539,41.328406228
1.86027750077,41.3039965009
1.88366234714,41.3179444251
1.88400676255,41.3126625504
1.87400889593,41.3021039452
1.83954386865,41.308578486
1.88437415919,41.3278724437
1.88114644067,41.3086752702
1.89051057791,41.3101113493
1.89614469981,41.3230356535
1.87561867033,41.305394897
1.85893619669,41.3263207581
1.86660101452,41.3169115292
1.86822094369,41.3308931572
1.85952888134,41.3015660708
