lon,lat
-3.59863544742,40.102610867
-3.29084315457,40.1815684266
-3.28153609296,40.1946720963
-4.14767471941,40.5166257758
-3.81412164469,40.8537662937
-3.8070387602,40.8466974187
-3.36171688638,40.4171207519
-4.24698628708,40.4542918333
-4.2307164379,40.4608407459
-4.26000040331,40.4642285236
-4.25212105381,40.4486421565
-3.26063657224,40.4832417199
-3.32889891033,40.1070929099
-3.36230122847,40.1100111373
-3.15152751209,40.3468291525
-4.20878387003,40.3057031652
-4.18895785777,40.3178341116
-4.17605309559,40.3036870956
-4.13000647975,40.2839181474
-4.04435276499,40.325274737
-3.69448633701,39.9546545998
-4.0429660417,40.2568559689
-3.26958536635,40.2368613349
-3.28028596672,40.2352933565
-3.24659631206,40.2422647134
-3.26881484754,40.2339284256
-3.65037857051,40.8889121117
-3.62855475769,40.880125961
-3.4315028285,40.2638018228
-3.3696121191,40.2843713693
-3.34237308789,40.2984530031
-3.43683016047,40.519985795
-3.20629155342,40.4186707257
-3.88272348813,40.6668511725
-3.9489437826,40.6605534869
-3.95130758578,40.6277070266
-3.94396963724,40.6505163962
-3.90876829703,40.6432473278
-3.94976136113,40.6648838207
-3.89332140161,40.669930591
-3.88816634089,40.62799622
-3.91538456583,40.6583160069
-3.9562998652,40.6725314172
-3.85730061897,40.6575840979
-3.85143167383,40.6616878896
-3.62790736913,40.289153458
-3.63748115037,40.2749891602
-4.09227956578,40.4853711979
-3.84815378908,40.7143738872
-3.84306688044,40.695430964
-3.40828952959,40.3145565961
-3.41168248027,40.3007295681
-3.98765895443,40.671595141
-4.26817450652,40.5880356369
-3.16686732861,40.3631698142
-3.17090737616,40.3844153437
-3.1976234722,40.3877223537
-3.17099415041,40.3726602954
-3.25857296722,40.3960710241
-3.25269049083,40.3964229489
-3.24096176213,40.4296693684
-3.23790020199,40.3834690165
-3.77078711348,40.2104186585
-3.22343884272,40.1172793039
-3.21103297172,40.1101928543
-3.22324153556,40.1284195664
-3.23064459469,40.1232594856
-3.23781809035,40.1365577034
-3.23988140949,40.1321673389
-3.23287623621,40.0951213449
-3.57735654012,40.8061999256
-3.56894015217,40.7837137993
-3.17562971755,40.1218671252
-3.19652080989,40.1004937373
-3.53760173633,40.0341740815
-3.52987380616,40.0261703429
-3.74795142324,40.7471948903
-3.70245045948,40.7652548891
-3.42805794333,40.0655629856
-3.42909737026,40.0836457587
-3.43797790383,40.0560293348
-3.40936216868,40.0730071928
-3.27944322106,40.3799572874
-3.28554598295,40.3878082842
-3.72850558126,40.8072890907
-3.41530762724,40.4280871692
-4.28648305652,40.3414869726
-4.30956289787,40.295384966
-4.27597215414,40.2906128306
-4.26738359295,40.3743520886
-4.33181929458,40.2912101718
-4.29805469018,40.3179335967
-4.27884984631,40.3434296417
-4.30231816597,40.3380541031
-4.29743922752,40.2901428874
-4.30611746767,40.2843802285
-4.22903153359,40.3538655429
-4.21670482816,40.3550507758
-4.34868170793,40.33032454
-4.25829364306,40.3116997889
-4.27576101271,40.3748443415
-4.32975329753,40.330086262
-4.31115361284,40.324234216
-4.28584560054,40.3370848845
-4.36336180473,40.3373813293
-4.32272526257,40.3015194328
-3.56954406759,40.2800791389
-3.56602815884,40.2881694488
-3.53655494738,40.5440684457
-3.59710815852,40.3442895717
-3.81553021421,40.2447512924
-4.48675223621,40.2920635777
-4.17171695264,40.5464031293
-3.58032051907,40.0886155467
-3.5617192059,40.1002295966
